adm3_name,adm3_pcode,adm2_pcode
2,ZW142702,ZW1427
8,ZW142708,ZW1427
6,ZW142706,ZW1427
7,ZW142707,ZW1427
9,ZW142709,ZW1427
14,ZW142714,ZW1427
13,ZW142713,ZW1427
16,ZW142716,ZW1427
9,ZW120509,ZW1205
17,ZW120517,ZW1205
18,ZW120518,ZW1205
38,ZW120538,ZW1205
37,ZW120537,ZW1205
10,ZW120510,ZW1205
15,ZW120515,ZW1205
30,ZW120530,ZW1205
12,ZW120512,ZW1205
19,ZW120519,ZW1205
36,ZW120536,ZW1205
2,ZW120502,ZW1205
3,ZW120503,ZW1205
13,ZW120513,ZW1205
14,ZW120514,ZW1205
20,ZW120520,ZW1205
29,ZW120529,ZW1205
27,ZW120527,ZW1205
24,ZW120524,ZW1205
26,ZW120526,ZW1205
25,ZW120525,ZW1205
28,ZW120528,ZW1205
21,ZW120521,ZW1205
23,ZW120523,ZW1205
16,ZW120516,ZW1205
39,ZW120539,ZW1205
40,ZW120540,ZW1205
22,ZW120522,ZW1205
33,ZW120533,ZW1205
11,ZW120511,ZW1205
4,ZW120504,ZW1205
5,ZW120505,ZW1205
32,ZW120532,ZW1205
34,ZW120534,ZW1205
31,ZW120531,ZW1205
6,ZW120506,ZW1205
8,ZW120508,ZW1205
7,ZW120507,ZW1205
35,ZW120535,ZW1205
1,ZW120501,ZW1205
11,ZW130511,ZW1305
17,ZW130517,ZW1305
10,ZW130510,ZW1305
2,ZW130502,ZW1305
9,ZW130509,ZW1305
3,ZW130503,ZW1305
14,ZW130514,ZW1305
15,ZW130515,ZW1305
18,ZW130518,ZW1305
13,ZW130513,ZW1305
4,ZW130504,ZW1305
5,ZW130505,ZW1305
6,ZW130506,ZW1305
12,ZW130512,ZW1305
8,ZW130508,ZW1305
7,ZW130507,ZW1305
16,ZW130516,ZW1305
1,ZW130501,ZW1305
22,ZW130622,ZW1306
23,ZW130623,ZW1306
24,ZW130624,ZW1306
17,ZW130617,ZW1306
21,ZW130621,ZW1306
4,ZW130604,ZW1306
3,ZW130603,ZW1306
5,ZW130605,ZW1306
6,ZW130606,ZW1306
10,ZW130610,ZW1306
18,ZW130618,ZW1306
12,ZW130612,ZW1306
7,ZW130607,ZW1306
19,ZW130619,ZW1306
30,ZW130630,ZW1306
8,ZW130608,ZW1306
20,ZW130620,ZW1306
9,ZW130609,ZW1306
11,ZW130611,ZW1306
16,ZW130616,ZW1306
14,ZW130614,ZW1306
15,ZW130615,ZW1306
28,ZW130628,ZW1306
13,ZW130613,ZW1306
27,ZW130627,ZW1306
25,ZW130625,ZW1306
26,ZW130626,ZW1306
29,ZW130629,ZW1306
1,ZW130601,ZW1306
2,ZW130602,ZW1306
29,ZW110529,ZW1105
22,ZW110522,ZW1105
24,ZW110524,ZW1105
30,ZW110530,ZW1105
28,ZW110528,ZW1105
34,ZW110534,ZW1105
3,ZW110503,ZW1105
31,ZW110531,ZW1105
2,ZW110502,ZW1105
1,ZW110501,ZW1105
35,ZW110535,ZW1105
5,ZW110505,ZW1105
33,ZW110533,ZW1105
10,ZW110510,ZW1105
11,ZW110511,ZW1105
12,ZW110512,ZW1105
16,ZW110516,ZW1105
23,ZW110523,ZW1105
13,ZW110513,ZW1105
20,ZW110520,ZW1105
17,ZW110517,ZW1105
18,ZW110518,ZW1105
36,ZW110536,ZW1105
26,ZW110526,ZW1105
27,ZW110527,ZW1105
4,ZW110504,ZW1105
8,ZW110508,ZW1105
32,ZW110532,ZW1105
15,ZW110515,ZW1105
14,ZW110514,ZW1105
21,ZW110521,ZW1105
6,ZW110506,ZW1105
7,ZW110507,ZW1105
25,ZW110525,ZW1105
9,ZW110509,ZW1105
19,ZW110519,ZW1105
11,ZW112111,ZW1121
5,ZW112105,ZW1121
1,ZW112101,ZW1121
16,ZW112116,ZW1121
14,ZW112114,ZW1121
13,ZW112113,ZW1121
12,ZW112112,ZW1121
15,ZW112115,ZW1121
3,ZW112103,ZW1121
2,ZW112102,ZW1121
4,ZW112104,ZW1121
8,ZW112108,ZW1121
9,ZW112109,ZW1121
18,ZW112118,ZW1121
10,ZW112110,ZW1121
19,ZW112119,ZW1121
7,ZW112107,ZW1121
6,ZW112106,ZW1121
17,ZW112117,ZW1121
12,ZW110612,ZW1106
14,ZW110614,ZW1106
13,ZW110613,ZW1106
11,ZW110611,ZW1106
9,ZW110609,ZW1106
19,ZW110619,ZW1106
27,ZW110627,ZW1106
8,ZW110608,ZW1106
16,ZW110616,ZW1106
15,ZW110615,ZW1106
17,ZW110617,ZW1106
10,ZW110610,ZW1106
18,ZW110618,ZW1106
26,ZW110626,ZW1106
20,ZW110620,ZW1106
24,ZW110624,ZW1106
23,ZW110623,ZW1106
21,ZW110621,ZW1106
25,ZW110625,ZW1106
22,ZW110622,ZW1106
4,ZW110604,ZW1106
6,ZW110606,ZW1106
5,ZW110605,ZW1106
30,ZW110630,ZW1106
28,ZW110628,ZW1106
31,ZW110631,ZW1106
7,ZW110607,ZW1106
2,ZW110602,ZW1106
1,ZW110601,ZW1106
3,ZW110603,ZW1106
29,ZW110629,ZW1106
19,ZW130719,ZW1307
24,ZW130724,ZW1307
26,ZW130726,ZW1307
25,ZW130725,ZW1307
1,ZW130701,ZW1307
8,ZW130708,ZW1307
13,ZW130713,ZW1307
14,ZW130714,ZW1307
16,ZW130716,ZW1307
15,ZW130715,ZW1307
5,ZW130705,ZW1307
12,ZW130712,ZW1307
18,ZW130718,ZW1307
11,ZW130711,ZW1307
10,ZW130710,ZW1307
17,ZW130717,ZW1307
23,ZW130723,ZW1307
29,ZW130729,ZW1307
7,ZW130707,ZW1307
2,ZW130702,ZW1307
9,ZW130709,ZW1307
6,ZW130706,ZW1307
27,ZW130727,ZW1307
20,ZW130720,ZW1307
21,ZW130721,ZW1307
3,ZW130703,ZW1307
4,ZW130704,ZW1307
28,ZW130728,ZW1307
22,ZW130722,ZW1307
28,ZW120928,ZW1209
16,ZW180616,ZW1806
13,ZW180613,ZW1806
18,ZW180618,ZW1806
14,ZW180614,ZW1806
2,ZW180602,ZW1806
6,ZW180606,ZW1806
5,ZW180605,ZW1806
1,ZW180601,ZW1806
9,ZW180609,ZW1806
11,ZW180611,ZW1806
17,ZW180617,ZW1806
3,ZW180603,ZW1806
7,ZW180607,ZW1806
8,ZW180608,ZW1806
10,ZW180610,ZW1806
15,ZW180615,ZW1806
12,ZW180612,ZW1806
4,ZW180604,ZW1806
16,ZW150516,ZW1505
27,ZW150527,ZW1505
23,ZW150523,ZW1505
15,ZW150515,ZW1505
7,ZW150507,ZW1505
26,ZW150526,ZW1505
14,ZW150514,ZW1505
8,ZW150508,ZW1505
12,ZW150512,ZW1505
13,ZW150513,ZW1505
25,ZW150525,ZW1505
24,ZW150524,ZW1505
10,ZW150510,ZW1505
11,ZW150511,ZW1505
2,ZW150502,ZW1505
1,ZW150501,ZW1505
4,ZW150504,ZW1505
3,ZW150503,ZW1505
6,ZW150506,ZW1505
22,ZW150522,ZW1505
30,ZW150530,ZW1505
19,ZW150519,ZW1505
18,ZW150518,ZW1505
29,ZW150529,ZW1505
20,ZW150520,ZW1505
17,ZW150517,ZW1505
5,ZW150505,ZW1505
9,ZW150509,ZW1505
28,ZW150528,ZW1505
21,ZW150521,ZW1505
12,ZW142512,ZW1425
10,ZW142510,ZW1425
5,ZW142505,ZW1425
8,ZW142508,ZW1425
7,ZW142507,ZW1425
13,ZW142513,ZW1425
9,ZW142509,ZW1425
1,ZW142501,ZW1425
3,ZW142503,ZW1425
11,ZW142511,ZW1425
2,ZW142502,ZW1425
6,ZW142506,ZW1425
4,ZW142504,ZW1425
26,ZW110726,ZW1107
3,ZW110703,ZW1107
5,ZW110705,ZW1107
15,ZW110715,ZW1107
23,ZW110723,ZW1107
6,ZW110706,ZW1107
10,ZW110710,ZW1107
7,ZW110707,ZW1107
9,ZW110709,ZW1107
11,ZW110711,ZW1107
12,ZW110712,ZW1107
8,ZW110708,ZW1107
20,ZW110720,ZW1107
16,ZW110716,ZW1107
22,ZW110722,ZW1107
27,ZW110727,ZW1107
28,ZW110728,ZW1107
31,ZW110731,ZW1107
21,ZW110721,ZW1107
25,ZW110725,ZW1107
29,ZW110729,ZW1107
24,ZW110724,ZW1107
18,ZW110718,ZW1107
17,ZW110717,ZW1107
30,ZW110730,ZW1107
2,ZW110702,ZW1107
1,ZW110701,ZW1107
13,ZW110713,ZW1107
14,ZW110714,ZW1107
4,ZW110704,ZW1107
19,ZW110719,ZW1107
5,ZW162305,ZW1623
1,ZW162301,ZW1623
6,ZW162306,ZW1623
4,ZW162304,ZW1623
2,ZW162302,ZW1623
3,ZW162303,ZW1623
4,ZW172304,ZW1723
8,ZW172308,ZW1723
3,ZW172303,ZW1723
1,ZW172301,ZW1723
2,ZW172302,ZW1723
6,ZW172306,ZW1723
7,ZW172307,ZW1723
9,ZW172309,ZW1723
5,ZW172305,ZW1723
6,ZW112206,ZW1122
5,ZW112205,ZW1122
2,ZW112202,ZW1122
3,ZW112203,ZW1122
10,ZW112210,ZW1122
9,ZW112209,ZW1122
8,ZW112208,ZW1122
4,ZW112204,ZW1122
1,ZW112201,ZW1122
7,ZW112207,ZW1122
2,ZW120602,ZW1206
8,ZW120608,ZW1206
9,ZW120609,ZW1206
11,ZW120611,ZW1206
10,ZW120610,ZW1206
17,ZW120617,ZW1206
7,ZW120607,ZW1206
22,ZW120622,ZW1206
6,ZW120606,ZW1206
20,ZW120620,ZW1206
1,ZW120601,ZW1206
18,ZW120618,ZW1206
15,ZW120615,ZW1206
12,ZW120612,ZW1206
19,ZW120619,ZW1206
5,ZW120605,ZW1206
4,ZW120604,ZW1206
25,ZW120625,ZW1206
21,ZW120621,ZW1206
16,ZW120616,ZW1206
14,ZW120614,ZW1206
23,ZW120623,ZW1206
3,ZW120603,ZW1206
13,ZW120613,ZW1206
24,ZW120624,ZW1206
8,ZW132608,ZW1326
1,ZW132601,ZW1326
2,ZW132602,ZW1326
7,ZW132607,ZW1326
9,ZW132609,ZW1326
5,ZW132605,ZW1326
3,ZW132603,ZW1326
4,ZW132604,ZW1326
6,ZW132606,ZW1326
16,ZW142816,ZW1428
1,ZW142801,ZW1428
2,ZW142802,ZW1428
12,ZW142812,ZW1428
10,ZW142810,ZW1428
7,ZW142807,ZW1428
8,ZW142808,ZW1428
6,ZW142806,ZW1428
9,ZW142809,ZW1428
3,ZW142803,ZW1428
5,ZW142805,ZW1428
11,ZW142811,ZW1428
18,ZW142818,ZW1428
15,ZW142815,ZW1428
17,ZW142817,ZW1428
14,ZW142814,ZW1428
13,ZW142813,ZW1428
4,ZW142804,ZW1428
13,ZW130813,ZW1308
14,ZW130814,ZW1308
12,ZW130812,ZW1308
20,ZW130820,ZW1308
15,ZW130815,ZW1308
19,ZW130819,ZW1308
18,ZW130818,ZW1308
10,ZW130810,ZW1308
8,ZW130808,ZW1308
1,ZW130801,ZW1308
2,ZW130802,ZW1308
7,ZW130807,ZW1308
3,ZW130803,ZW1308
4,ZW130804,ZW1308
17,ZW130817,ZW1308
21,ZW130821,ZW1308
11,ZW130811,ZW1308
16,ZW130816,ZW1308
5,ZW130805,ZW1308
6,ZW130806,ZW1308
9,ZW130809,ZW1308
16,ZW120716,ZW1207
19,ZW120719,ZW1207
13,ZW120713,ZW1207
12,ZW120712,ZW1207
27,ZW120727,ZW1207
29,ZW120729,ZW1207
22,ZW120722,ZW1207
21,ZW120721,ZW1207
3,ZW120703,ZW1207
2,ZW120702,ZW1207
4,ZW120704,ZW1207
5,ZW120705,ZW1207
1,ZW120701,ZW1207
25,ZW120725,ZW1207
26,ZW120726,ZW1207
10,ZW120710,ZW1207
8,ZW120708,ZW1207
14,ZW120714,ZW1207
23,ZW120723,ZW1207
28,ZW120728,ZW1207
9,ZW120709,ZW1207
15,ZW120715,ZW1207
11,ZW120711,ZW1207
18,ZW120718,ZW1207
20,ZW120720,ZW1207
17,ZW120717,ZW1207
6,ZW120706,ZW1207
7,ZW120707,ZW1207
24,ZW120724,ZW1207
17,ZW170717,ZW1707
1,ZW170701,ZW1707
16,ZW170716,ZW1707
5,ZW170705,ZW1707
14,ZW170714,ZW1707
18,ZW170718,ZW1707
15,ZW170715,ZW1707
19,ZW170719,ZW1707
20,ZW170720,ZW1707
10,ZW170710,ZW1707
8,ZW170708,ZW1707
13,ZW170713,ZW1707
3,ZW170703,ZW1707
23,ZW170723,ZW1707
7,ZW170707,ZW1707
21,ZW170721,ZW1707
11,ZW170711,ZW1707
12,ZW170712,ZW1707
24,ZW170724,ZW1707
4,ZW170704,ZW1707
6,ZW170706,ZW1707
22,ZW170722,ZW1707
9,ZW170709,ZW1707
2,ZW170702,ZW1707
11,ZW172811,ZW1728
5,ZW172805,ZW1728
10,ZW172810,ZW1728
6,ZW172806,ZW1728
7,ZW172807,ZW1728
13,ZW172813,ZW1728
4,ZW172804,ZW1728
8,ZW172808,ZW1728
9,ZW172809,ZW1728
2,ZW172802,ZW1728
12,ZW172812,ZW1728
1,ZW172801,ZW1728
3,ZW172803,ZW1728
8,ZW150608,ZW1506
1,ZW150601,ZW1506
7,ZW150607,ZW1506
10,ZW150610,ZW1506
9,ZW150609,ZW1506
3,ZW150603,ZW1506
11,ZW150611,ZW1506
22,ZW150622,ZW1506
6,ZW150606,ZW1506
16,ZW150616,ZW1506
14,ZW150614,ZW1506
12,ZW150612,ZW1506
21,ZW150621,ZW1506
18,ZW150618,ZW1506
20,ZW150620,ZW1506
19,ZW150619,ZW1506
13,ZW150613,ZW1506
17,ZW150617,ZW1506
15,ZW150615,ZW1506
4,ZW150604,ZW1506
5,ZW150605,ZW1506
2,ZW150602,ZW1506
18,ZW150718,ZW1507
10,ZW150710,ZW1507
13,ZW150713,ZW1507
16,ZW150716,ZW1507
9,ZW150709,ZW1507
12,ZW150712,ZW1507
17,ZW150717,ZW1507
1,ZW150701,ZW1507
8,ZW150708,ZW1507
7,ZW150707,ZW1507
6,ZW150706,ZW1507
2,ZW150702,ZW1507
5,ZW150705,ZW1507
4,ZW150704,ZW1507
19,ZW150719,ZW1507
3,ZW150703,ZW1507
11,ZW150711,ZW1507
14,ZW150714,ZW1507
15,ZW150715,ZW1507
9,ZW160709,ZW1607
20,ZW160720,ZW1607
6,ZW160706,ZW1607
8,ZW160708,ZW1607
11,ZW160711,ZW1607
7,ZW160707,ZW1607
13,ZW160713,ZW1607
10,ZW160710,ZW1607
12,ZW160712,ZW1607
16,ZW160716,ZW1607
17,ZW160717,ZW1607
15,ZW160715,ZW1607
3,ZW160703,ZW1607
5,ZW160705,ZW1607
4,ZW160704,ZW1607
2,ZW160702,ZW1607
19,ZW160719,ZW1607
14,ZW160714,ZW1607
1,ZW160701,ZW1607
18,ZW160718,ZW1607
17,ZW130917,ZW1309
16,ZW130916,ZW1309
10,ZW130910,ZW1309
13,ZW130913,ZW1309
2,ZW130902,ZW1309
1,ZW130901,ZW1309
5,ZW130905,ZW1309
11,ZW130911,ZW1309
12,ZW130912,ZW1309
14,ZW130914,ZW1309
15,ZW130915,ZW1309
8,ZW130908,ZW1309
7,ZW130907,ZW1309
9,ZW130909,ZW1309
6,ZW130906,ZW1309
4,ZW130904,ZW1309
3,ZW130903,ZW1309
11,ZW152211,ZW1522
4,ZW152204,ZW1522
5,ZW152205,ZW1522
10,ZW152210,ZW1522
3,ZW152203,ZW1522
8,ZW152208,ZW1522
6,ZW152206,ZW1522
7,ZW152207,ZW1522
9,ZW152209,ZW1522
1,ZW152201,ZW1522
2,ZW152202,ZW1522
17,ZW180717,ZW1807
24,ZW180724,ZW1807
23,ZW180723,ZW1807
21,ZW180721,ZW1807
25,ZW180725,ZW1807
20,ZW180720,ZW1807
28,ZW180728,ZW1807
30,ZW180730,ZW1807
18,ZW180718,ZW1807
2,ZW180702,ZW1807
15,ZW180715,ZW1807
31,ZW180731,ZW1807
32,ZW180732,ZW1807
27,ZW180727,ZW1807
4,ZW180704,ZW1807
5,ZW180705,ZW1807
10,ZW180710,ZW1807
3,ZW180703,ZW1807
7,ZW180707,ZW1807
19,ZW180719,ZW1807
22,ZW180722,ZW1807
16,ZW180716,ZW1807
13,ZW180713,ZW1807
1,ZW180701,ZW1807
14,ZW180714,ZW1807
9,ZW180709,ZW1807
12,ZW180712,ZW1807
11,ZW180711,ZW1807
6,ZW180706,ZW1807
33,ZW180733,ZW1807
8,ZW180708,ZW1807
26,ZW180726,ZW1807
34,ZW180734,ZW1807
29,ZW180729,ZW1807
20,ZW140620,ZW1406
19,ZW140619,ZW1406
33,ZW140633,ZW1406
25,ZW140625,ZW1406
35,ZW140635,ZW1406
17,ZW140617,ZW1406
23,ZW140623,ZW1406
22,ZW140622,ZW1406
30,ZW140630,ZW1406
18,ZW140618,ZW1406
31,ZW140631,ZW1406
15,ZW140615,ZW1406
12,ZW140612,ZW1406
10,ZW140610,ZW1406
11,ZW140611,ZW1406
27,ZW140627,ZW1406
21,ZW140621,ZW1406
6,ZW140606,ZW1406
4,ZW140604,ZW1406
1,ZW140601,ZW1406
8,ZW140608,ZW1406
9,ZW140609,ZW1406
28,ZW140628,ZW1406
29,ZW140629,ZW1406
2,ZW140602,ZW1406
7,ZW140607,ZW1406
3,ZW140603,ZW1406
5,ZW140605,ZW1406
26,ZW140626,ZW1406
24,ZW140624,ZW1406
34,ZW140634,ZW1406
32,ZW140632,ZW1406
14,ZW140614,ZW1406
13,ZW140613,ZW1406
16,ZW140616,ZW1406
18,ZW170818,ZW1708
16,ZW170816,ZW1708
19,ZW170819,ZW1708
15,ZW170815,ZW1708
17,ZW170817,ZW1708
14,ZW170814,ZW1708
6,ZW170806,ZW1708
1,ZW170801,ZW1708
2,ZW170802,ZW1708
7,ZW170807,ZW1708
5,ZW170805,ZW1708
13,ZW170813,ZW1708
3,ZW170803,ZW1708
8,ZW170808,ZW1708
4,ZW170804,ZW1708
9,ZW170809,ZW1708
10,ZW170810,ZW1708
12,ZW170812,ZW1708
11,ZW170811,ZW1708
3,ZW172503,ZW1725
7,ZW172507,ZW1725
9,ZW172509,ZW1725
4,ZW172504,ZW1725
6,ZW172506,ZW1725
1,ZW172501,ZW1725
5,ZW172505,ZW1725
8,ZW172508,ZW1725
10,ZW172510,ZW1725
2,ZW172502,ZW1725
